"5,1,1,3,5,1,5",n,"25000,29000,29000,29000,29000,29000,29000","4,2,2,2,2,2"
"5,1,3,2,3,4,5","1,2,4,6,7,5,3","56581,36805,91573,37321,45147,34206,54376","7918,4917,6369,5381,5257,12514,4854",A2M5I4KGKF9J7Q,Desktop,39 - 45,Cable network,I find pauses in the video to be more annoying as it interrupts the feel that I am watching the event live.,"2,5,4,5,4,2,2"
"5,1,2,2,2,2,3","1,2,5,7,4,6,3","59884,35730,52477,38685,34846,32511,34009","12515,14800,14913,14996,16782,14147,10256",A2R75YFKVALBXE,Laptop,60 and above,WiFi,"Experiment guidelines are fine, and side-by-side helps a lot. No confusion about the grading. I find the stall more annoying than the blur unless the blur is VERY pronounced, in which case I find them both very annoying.","2,4,5,5,4,4,5"
"5,1,5,3,3,3,3","1,2,4,7,6,5,3","43818,36347,33116,39388,36363,35313,40410","14035,37070,5307,13727,6173,5410,6447",A253S5S5GWG94P,Desktop,18 - 24,Cable network,yes,"2,4,2,4,4,4,4"
"5,1,1,1,5,4,4","1,2,3,5,4,7,6","57624,43490,23639,49771,57421,39459,38289","40165,38946,19261,11045,18947,24492,18092",A3RV69VJV4ZTGB,Desktop,25 - 31,WiFi,side by side definitely help ,"2,4,4,4,2,4,4"
"5,1,5,3,3,2,4","1,2,4,5,3,6,7","62159,39696,48632,50091,77292,47097,81167","7893,9837,4986,17958,7515,23200,10903",A9BGDOTRHQ5E2,Laptop,25 - 31,WiFi,"The impairments affect different videos differently depending on when they happen. If there is an impairment at a crucial point, it is more annoying. The guideline's were clear, although it might help to have more information as to what should be considered bad, poor, fair etc. The side by side comparison is not essential, but good to have as a reference.","2,4,2,4,4,4,4"
"5,1,5,5,5,5,5","1,2,7,5,6,3,4","17834,10136,12715,17907,76493,31921,36637","5031,4499,5161,4325,3471,6690,3497",A2YUS3H6ZGQWE7,Desktop,18 - 24,Cable network,When the video hangs is the annoying thing. In general the experience is clear and easy to understand. I'm no confused in any parts. The side-by-side video is great because I can review when I want.,"2,5,4,4,2,4,2"
"5,1,4,3,3,3,3","1,2,6,7,4,3,5","86228,38956,35723,32804,39025,35688,48664","10484,17620,12224,31517,14555,10520,9164",A2SUBE14MAZ17P,Laptop,18 - 24,WiFi,"The impairments, unclear image, make us see less details. The grading was easy to understand, and the side by side help the grading","2,5,2,4,4,4,4"
"5,1,1,1,1,1,1","1,2,7,3,6,4,5","43355,38099,34329,37177,34869,82456,33916","20409,9862,16419,6779,5780,6550,8660",A226S9LUL53Q01,Laptop,25 - 31,WiFi,It was clear. But the impairments were all the same.,"2,4,4,4,4,4,4"
"5,1,3,3,2,3,3","1,2,5,7,6,3,4","59462,42054,41474,44113,59794,41308,47152","16101,22354,6510,6164,10395,11199,9548",A2QPMJ4GADLUW2,Smart phone,39 - 45,WiFi,"The stalls are annoying as they break up the flow of the action. I did not see blurs in any of my test videos. The grading is a bit confusing as it is subjective and I don;t know if there is a ""right"" answer. I did not need the side by side, and I would prefer it was not there so I could have all the space for the test video and to have it larger.","2,4,4,4,4,4,4"
"5,1,4,4,4,4,4","1,2,5,3,4,6,7","127735,63849,97013,58011,74909,88556,61225","8526,29534,5996,5424,9470,5902,7593",A1GV1WGA3W6CLG,Desktop,53 - 59,WiFi,I didn't notice any blurring at all. A single stall is not too bad but if it happens frequently it would be extremely annoying. Don't see the need for the side-by-side.,"2,4,4,4,4,4,4"
"5,1,3,2,4,3,5","1,2,5,3,6,7,4","52911,39795,35994,34618,34646,36662,37056","24932,24642,8251,7587,21195,6765,7931",A1AIVNFDDQYIFG,Laptop,18 - 24,WiFi,I think the side by side comparison is useful to make people perceive the differences and the most annoying aspect are the interruptions of the video,"2,4,4,5,5,5,2"
"5,1,5,4,5,5,5","1,2,3,6,4,5,7","48008,39942,61935,60253,36957,59007,34564","9604,27222,6741,12141,9890,8684,8167",APC7FSVEKRIGT,Laptop,32 - 38,WiFi,"the impairments of ""stall"" in annoying only when the action is near the goalkeeper","2,4,4,4,4,4,2"
"5,1,1,5,1,1,1","1,2,5,4,3,7,6","21071,14018,11682,22562,25854,21653,22311","4389,6454,3827,3760,3205,3413,4098",A182N7RLXGSCZG,Desktop,25 - 31,WiFi,"survey is clear to me. If a videos stop mid ways, people might get annoyed. Side by side comparison does help me grade.","2,4,4,2,4,4,4"
"5,1,5,5,5,5,5","1,2,5,3,4,6,7","94237,83013,64107,61525,90883,63674,72472","11135,23084,10775,10496,12355,11400,12290",A96HQDKRSAZZT,Laptop,18 - 24,WiFi,yes,"2,5,2,2,2,2,2"
"5,1,3,3,3,2,3","1,2,6,4,7,5,3","72712,39995,62470,64137,39368,39116,38818","84013,20963,10555,9352,8815,13460,8929",A187QIQEL3S4HP,Laptop,25 - 31,WiFi,The impairments affected just a little bit my experience. The stalls were more annoying and the guidelines were clear. The side-by-side comparison helps a lot.,"2,5,4,4,4,4,4"
"5,1,3,2,3,2,3","1,2,7,3,6,4,5","60376,44515,42339,69494,41413,40024,44287","47832,6292,6961,5721,5829,6794,8606",AHKOW1B4BF0F2,Laptop,18 - 24,WiFi,The impairments are more annoying if they appear in the middle of the video. The guideline was clear. The side-by-side comparison was very helpful,"2,4,4,4,4,4,4"
"5,1,3,3,3,2,4","1,2,3,6,5,7,4","66553,42515,51860,49535,43935,38963,40772","7661,29292,7430,7768,11215,8974,8824",ACBG07QLGIDP0,Laptop,25 - 31,WiFi,"I think the stalling bad experience is highly dependent on the timestamp it occurs. I didn't see any blurring on the videos I was supposed to grade but in general, it was pretty straightforward. On the last question, I think it's important to have the reference video available to check. Not always necessary, but sometimes it is, so leave it available. One more thing. Give more time to the conclusion of the task. I did this one before, with the blurr impairment, and lost the reward because it took me more than 20min to finish the task and answer this final question. The task is very interesting by the way.","2,4,4,4,4,4,4"
"5,1,5,1,1,1,1","1,2,3,5,6,7,4","43631,47807,33371,43449,30409,30502,32953","3810,13106,4622,4572,4016,6155,4008",A305USYDAJUGI7,Desktop,39 - 45,Cable network,The side-by-side comparison helps me to givr grade.,"2,4,2,4,4,4,4"
"5,1,4,4,4,3,4","1,2,3,4,6,5,7","85196,38278,50884,32620,32132,33147,36482","12531,14660,13983,7451,5287,7301,6409",A1EGQAMPW9N5FT,Desktop,25 - 31,WiFi,"When the impairment happen in a crucial moment, like when someone is to shoot, is more annoying","2,4,4,4,4,4,4"
"5,1,5,3,3,3,4","1,2,5,7,4,6,3","46148,40021,36806,45496,77432,37982,53851","17808,18246,6280,9773,48565,5993,18109",AFEVM0IU2MNP0,Laptop,32 - 38,WiFi,"The experiment guidelines are clear.  The video impairments when the ball is in a scoring position are a lot more annoying then the impairments when nothing is happening.  The video where it stalled in the middle of the corner kick was way more annoying then the video that stalled after the goal, even though they stalled for the exact same length of time and everything else was perfect.  I didn't care after the goal because I already saw the action.  As for the side by side comparison, I looked at it one more time but really it was not necessary.","2,4,2,4,4,4,4"
"5,1,3,3,3,3,3","1,2,4,7,6,3,5","50260,42368,37042,35457,33399,34021,35198","8862,25345,6329,8556,4470,4269,7480",AFIK3VBMMX6G6,Laptop,32 - 38,Cable network,short stalls are slightly annoying but more so during climactic moments. Without subsequent blur they can be forgiven quickly,"2,4,4,4,4,4,4"
"5,1,1,2,2,1,2","1,2,7,4,6,5,3","100360,89701,71560,70101,58980,57019,70209","14164,14073,7512,11414,14605,7516,17850",A1H2AHH07EK4MC,Desktop,25 - 31,WiFi,If video stalls where there is interesting place it will be more frustrating. Guideline is understandable and  I'm clear on Grading system. No Side by side comparison will create more confusion ,"2,5,5,4,4,5,4"
"5,1,3,3,3,4,4","1,2,5,3,4,6,7","105138,106813,75768,93224,75858,80204,85453","8538,16164,12696,8189,11913,8082,7330",A2RZPVAIYS3S45,Desktop,39 - 45,WiFi,no,"2,5,2,2,2,2,2"
"5,1,1,4,2,1,3","1,2,4,7,5,6,3","62918,81170,69425,50656,102574,38688,52009","21720,47102,13077,35789,35801,10141,27941",A317RA15E0SZ4P,Laptop,32 - 38,WiFi,"There are only very subtle differences and side by side comparison makes the videos smaller, even on a big screen. So, it is very difficult to identify impairments, especially blurs. Regarding stalls, they are more annoying when they occur at key moments in a match rather than at times when the match has paused. There was very little noticeable blur in the videos except maybe one. However, all of them stalled at different times during the video.","2,5,5,4,4,5,4"
"5,1,3,3,3,3,3","1,2,7,3,4,6,5","50832,37377,37659,33275,32747,34539,35595","6349,21818,6449,6357,4319,5525,6158",AAY0F6L5N4TXR,Desktop,18 - 24,WiFi,side by side comparisons didnt help much,"2,4,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,7,4,5,6,3","48040,36678,39001,35166,32547,32015,35577","5758,19430,3908,4753,4817,4838,6016",A34YKQXWOMUZRC,Desktop,39 - 45,Cable network,Everything is very clear.,"2,4,4,4,4,4,4"
"5,1,4,4,3,3,5","1,2,6,4,3,5,7","50694,63832,33742,53852,35143,48907,46892","13207,14007,15944,11470,12730,19685,18563",A14YT4Q8ZT8GYJ,Laptop,25 - 31,WiFi,"It's annoying when something important it's going on at the video. it's clear. no confuse. Don't think I should look at the reference again, It's enough. ","2,5,4,5,5,4,4"
"5,1,2,2,2,2,2","1,2,6,5,3,4,7","49649,34513,58753,34208,38367,39155,34985","12650,26100,8742,11005,7525,17872,8984",A3FYPNNCB7IQ1P,Desktop,25 - 31,Cable network,"Stallings were annoying, especially in such exciting sport situations.","2,5,4,4,4,4,4"
"5,1,5,5,4,3,4","1,2,3,6,7,4,5","68427,75997,64307,62954,57148,79426,76707","10071,9194,14263,7611,7773,14691,8858",AOSZUQCXN0K9A,Laptop,46 - 52,WiFi,Side by side does help grading. I think stalling is not as annoying as blurring. ,"2,5,2,2,4,4,4"
"5,1,3,3,3,3,4","1,2,3,6,7,5,4","106831,67642,69236,0,39548,36008,57656","12063,9145,86215,22669,10266,7349,12017",A20863ETFAXW1D,Tablet,32 - 38,WiFi,"The guidelines were clear enough. I found the 1 second stalling a bit annoying near the beginning of the video, more than at the end. But overall I didn't find it that annoying. There was, however, an issue with the last video not loading (the 7th one). I refreshed and it took me to this page. I couldn't rate the last video, as it never showed (the example video loaded, though).","2,4,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,7,4,6,3,5","78525,65759,45420,80130,45964,45485,48615","14878,20270,8155,7450,9441,8576,7515",A1IMRSDQ7RO9US,Laptop,25 - 31,Cable network,i gave the review based on the video quality like blur and stalling.,"2,4,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,5,6,7,3,4","129848,54377,58284,60388,67996,43506,41487","54167,31539,21689,18869,16076,34929,16679",A8DFFGPH3G3V5,Laptop,32 - 38,WiFi,NO.ITS CLEARLY MENTIONED STEPS AND NOBODY WILL EXPECT ANNOYING SUCH A IMPORTANT GAMES.,"2,4,5,5,4,4,5"
"5,1,3,3,3,4,3","1,2,5,7,4,3,6","254145,37769,54373,52371,87293,50729,70988","7381,7992,8596,8416,93813,8081,10104",A1I25A84DUJLI,Laptop,25 - 31,Cable network,ENGLISH IS COMFORTABLE LANGUAGE. NO CONFUSION IN GRADING. ,"2,5,2,2,4,2,2"
"5,1,4,4,4,4,4","1,2,4,5,6,3,7","123758,117007,67157,66284,70582,66265,61941","33121,14724,8564,16966,16441,7215,16621",A2EARNRMFJOSIY,Laptop,25 - 31,WiFi,side by side comparison helps me more,"2,5,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,6,7,5,3,4","55820,44965,56964,38695,49909,74164,43783","6400,7021,10155,14710,5526,6732,8071",A1BANTV8HONS2C,Laptop,25 - 31,WiFi,timestamp is not much annoying. the guidelines where clear and there is no confusion to me in understanding. for me i thought only one if you show the reference is enough. no need to show side by side,"2,4,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,4,7,6,5,3","152444,131735,60455,58281,60720,0,100479","19327,63583,42212,13759,15267,58924,18241",AEPK8XRFCD0OI,Área de Trabalho,18 - 24,Wi-fi,side-by-side comparison helps to better analyze the details,"2,4,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,6,7,3,4,5","31892,47313,158607,25706,41384,50070,44311","8646,6985,5723,5895,6170,6047,62935",A2FEWB3KWM7KX7,Laptop,25 - 31,WiFi,"The test is very clear, I was able to understand quickly. Having a better quality video helps to understand the mistakes of the second. The second is made worse by knowing what a good quality is like.","2,4,4,4,4,4,4"
"5,1,4,4,4,4,4","1,2,4,5,3,7,6","94307,65980,63728,50203,56135,56985,50996","29559,33469,10784,15271,32706,9335,16469",AIV97GGKFRJON,Smart phone,32 - 38,Cellular network,As its placed side by side we are tempted to look into it ,"2,5,2,2,2,4,4"
"5,1,4,2,2,2,1","1,2,5,6,3,4,7","58749,63519,38669,41966,35723,36057,46529","7157,16013,7801,9924,7783,8264,9116",A1D76KWT5QX4RP,Desktop,32 - 38,Cable network,Yeah it was different experience. I really enjoyed it. And the experimental guidelines was clear . I don't get any confusion the grading. The side by side comparison is helps to grade the video and I don't need to look at the reference again. Thank you,"2,4,2,4,4,4,4"
"5,1,4,4,4,1,4","1,2,4,5,6,7,3","122367,131990,36837,69474,65894,38042,49460","3708,4209,5163,7703,5849,8420,4950",A22TYEGRHFUFQJ,Laptop,25 - 31,WiFi,"the guideline was very clear, the timestamp is very important, since it is more annoying at crucial moments of the video, side-by-side comparison was not helpful compared to watch the video on a separate view.","2,4,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,5,4,7,6,3","71375,46870,83804,90881,68269,63845,63632","10744,9036,10600,17464,24523,18850,23076",A29RR6SV0L4D8C,Laptop,25 - 31,Cellular network,some videos has low quality.The experiment guideline was clear,"2,5,4,4,4,4,5"
"5,1,3,3,3,2,3","1,2,7,4,5,6,3","63487,46914,50833,95890,45081,49697,46956","22139,16691,24694,8695,11459,15254,18090",A3TLL0KRD80A5Z,Laptop,25 - 31,WiFi,"Impairments when not a lot of action is happening in the video are acceptable but impairments during interesting timestamps such as scoring of a goal, passing of ball, celebrations can be very irritating and may ruin the whole streaming experience. The experiment guidelines are absolutely clear. No confusions regarding the grading. The initial reference video is more than sufficient for grading, so I don't really need to re look into the reference video again.","2,4,4,4,4,4,4"
"5,1,4,4,4,4,4","1,2,5,7,6,3,4","64270,41747,34815,43136,385638,64403,51357","25614,26245,7969,10363,14533,8401,19187",A2IOIYS5OKAE6E,Laptop,32 - 38,WiFi,I think most impairments are equal to each other. They are very similar. The guideline is clear. Side-by-side is helpful. ,"2,4,4,4,4,4,5"
"5,1,1,1,1,1,2","1,2,3,4,6,7,5","62901,61029,53000,113322,81443,47138,42271","12738,16274,11867,8373,82524,27739,9502",A3RU8J5I8NMKPD  ,Laptop,32 - 38,Cellular network,YES I KNOW THE EXPERIMENT GUIDELINE IS CLEAR SO NOT ON CONFUSED GRADED.,"2,4,4,4,4,4,4"
"5,1,5,5,5,5,5","1,2,5,3,6,4,7","170912,41248,61372,52587,63793,61157,62180","85980,30788,9160,7010,10504,12229,9579",A24BWO5FOSZZY,Laptop,32 - 38,WiFi,The low resolution of the videos bothers as much as the breaks. The task was quite clear. The videos side by side make it easier to analyze.,"4,4,4,4,4,4,4"
"5,1,4,4,5,4,4","1,2,5,4,7,6,3","85406,54198,46393,46987,42514,41984,42147","22902,25449,13782,10334,22082,10072,9050",A3IDRQ3JS6XZZ8,Computador portátil,18 - 24,Wi-fi,"As deifciencias são diferentes porque o travamento era apenas de 1 segundo e não voltava a se repetir, por exemplo. Consegui classificar de forma correta os vídeos, conforme a instrução. A comparação lado a lado no primeiro vídeo ajuda, depois não é necessária.","2,5,5,4,2,5,3"
"5,1,5,5,5,5,5","1,2,7,3,5,4,6","54705,39443,36599,34006,36712,32185,34926","15114,13789,7701,6409,9569,6967,6798",A3NFGEUZAH9V5G,Desktop,32 - 38,WiFi,None.,"2,2,2,2,2,2,2"
"5,1,3,4,1,1,4","1,2,4,3,6,5,7","111597,52156,44660,133423,47618,45162,41163","20934,9276,10510,11921,5792,7639,9433",A6KEHDNT925VQ,Desktop,25 - 31,WiFi,"The impairments at some timesstamps that were crucial to watch were spoiled and that annoyed me. Actually, it seemed the resolution was not good. Not even in the reference video. The guidelines were very clear to me.","2,5,5,5,5,5,5"
"5,1,3,3,3,3,3","1,2,3,7,5,4,6","114584,33993,33993,32245,31145,31702,32248","15449,13489,7822,5304,5878,5473,5809",AL24FY41FE1J7,Desktop,18 - 24,Cable network,"the suddenly stop for 1 second impairment of the video is more annoying than the blur impairment, because it just slow down the climax of the video. I'm not confused about the grading and, the reference side-by-side sometimes is really useful.","2,2,4,4,4,4,4"
"5,1,5,5,5,5,5","1,2,3,5,4,7,6","54791,28132,245771,122509,102521,45758,128053","9638,12274,58110,10537,7325,11663,8805",AYNDM4LEISPXZ,Desktop,25 - 31,Cable network,NONE,"2,2,2,2,2,2,2"
A3NFGEUZAH9V5G,AYNDM4LEISPXZ,AL24FY41FE1J7,A3IDRQ3JS6XZZ8,A24BWO5FOSZZY,A253S5S5GWG94P,A9BGDOTRHQ5E2,A305USYDAJUGI7,AFEVM0IU2MNP0,A1D76KWT5QX4RP,A182N7RLXGSCZG,A3RV69VJV4ZTGB,APC7FSVEKRIGT,A1AIVNFDDQYIFG,A96HQDKRSAZZT,A2RZPVAIYS3S45,A1I25A84DUJLI,A2YUS3H6ZGQWE7,A2M5I4KGKF9J7Q,
